# Machine-generated by the test-strategy lane 2026-07-30 rev2 (method: proofs/TESTING-STRATEGY.md "Method").
# Two axes, never collapsed:
#   oracle_today: real-PG = fleet-run pg_regress/e2e differential (expected output minted from real PostgreSQL 18.3);
#                 vendored-C = in-process compare vs vendored REL_18_STABLE C; none = nothing tests this function.
#   input_coverage_today: fixed-corpus(route) = reached by the hand-written regress/e2e corpus via the named route
#                 (a handful of literals, NOT exploration); random(native-diff) = mass-random driver exists;
#                 none = not reached. Coverage-guided fuzzing reaches ZERO rows today. sqlsmith/simharness
#                 randomized SQL is per-function unattributable and credited to no row.
#   state_mockability (state class only): mockable-now = state already behind an existing seam/sim cfg;
#                 mockable-in-process = in-process with mock catalog rows / fabricated context, no server;
#                 mockable-with-new-seam; mixed-triage; irreducible = only meaningful in a live server.
#   test_strategy: cgf-* = coverage-guided differential fuzzing (primary technique; see strategy doc).
name	class	oracle_today	input_coverage_today	state_mockability	test_strategy
pg_stat_get_snapshot_timestamp	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
gin_clean_pending_list	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
gtsvector_consistent_oldsig	engine	none	none		index-battery+amcheck
gtsquery_consistent_oldsig	engine	none	none		cgf-native-diff(engine-kernel)
pg_current_logfile	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_current_logfile_1arg	state	real-PG	fixed-corpus(proname)	mixed-triage	triage-then-cgf-or-invariant
jsonb_send	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_out	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_recv	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_in	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_get_function_arg_default	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_is_in_recovery	state	none	none	irreducible	invariant-only
xmltext	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
pg_last_wal_receive_lsn	state	none	none	irreducible	invariant-only
pg_last_wal_replay_lsn	state	none	none	irreducible	invariant-only
pg_read_file_all	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
pg_read_binary_file_off_len	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
pg_read_binary_file_all	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
pg_opfamily_is_visible	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_last_xact_replay_timestamp	state	none	none	mixed-triage	triage-then-cgf-or-invariant
anyrange_out	typcache	real-PG	fixed-corpus(type-literal)		cgf-native-diff(typcache-mock)
range_in	typcache	real-PG	fixed-corpus(type-literal)		cgf-native-diff(typcache-mock)
range_out	typcache	real-PG	fixed-corpus(type-literal)		cgf-native-diff(typcache-mock)
range_recv	typcache	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(typcache-mock)
range_send	typcache	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(typcache-mock)
pg_identify_object	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
int4range	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int4range	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
pg_relation_is_updatable	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_column_is_updatable	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
numrange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
numrange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
lower	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
upper	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
isempty	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
lower_inc	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
upper_inc	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
lower_inf	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
upper_inf	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
range_overleft	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_overright	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_union	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_intersect	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_minus	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
pg_replication_slot_advance	state	none	none	irreducible	invariant-only
hash_range	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int4range_canonical	typcache	none	none		cgf-native-diff(typcache-mock)
daterange_canonical	typcache	none	none		cgf-native-diff(typcache-mock)
timestamp_support	planner-node	none	none		estimate-diff-monitor
interval_support	planner-node	real-PG	fixed-corpus(named)		estimate-diff-monitor
int4range_subdiff	typcache	none	none		cgf-native-diff(typcache-mock)
int8range_subdiff	typcache	none	none		cgf-native-diff(typcache-mock)
numrange_subdiff	typcache	none	none		cgf-native-diff(typcache-mock)
daterange_subdiff	typcache	none	none		cgf-native-diff(typcache-mock)
int8range_canonical	typcache	none	none		cgf-native-diff(typcache-mock)
tsrange_subdiff	typcache	none	none		cgf-native-diff(typcache-mock)
tstzrange_subdiff	typcache	none	none		cgf-native-diff(typcache-mock)
jsonb_object_keys	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
jsonb_each_text	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
tsrange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tsrange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tstzrange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tstzrange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
daterange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
daterange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
time_support	planner-node	none	none		estimate-diff-monitor
int8range	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int8range	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
json_object_field	wall	real-PG	fixed-corpus(operator)		cgf-native-diff
json_object_field_text	wall	real-PG	fixed-corpus(operator)		cgf-native-diff
json_array_element	wall	real-PG	fixed-corpus(operator)		cgf-native-diff
json_array_element_text	wall	real-PG	fixed-corpus(operator)		cgf-native-diff
json_extract_path	wall	real-PG	fixed-corpus(named)		cgf-native-diff
brin_summarize_new_values	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
json_extract_path_text	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_get_object_address	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
json_array_elements	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
json_array_length	wall	real-PG	fixed-corpus(named)		cgf-native-diff
json_object_keys	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
json_each	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
json_each_text	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
json_populate_record	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
json_populate_recordset	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
json_array_elements_text	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
ordered_set_transition	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
ordered_set_transition_multi	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
percentile_disc_final	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
percentile_cont_float8_final	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
percentile_cont_interval_final	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
percentile_disc_multi_final	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
percentile_cont_float8_multi_final	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
percentile_cont_interval_multi_final	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
mode_final	state	real-PG	fixed-corpus(aggregate)	mockable-in-process	cgf-native-diff(seam-mock)
hypothetical_rank_final	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
hypothetical_percent_rank_final	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
hypothetical_cume_dist_final	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
hypothetical_dense_rank_final	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
generate_series_int4_support	blocked	none	none		cgf-sql-differential
generate_series_int8_support	blocked	none	none		cgf-sql-differential
array_unnest_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
brin_summarize_range	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
jsonpath_in	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonpath_recv	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonpath_out	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonpath_send	wall	real-PG	fixed-corpus(named)		cgf-native-diff
jsonb_path_exists	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
jsonb_path_query	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
jsonb_path_query_array	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
jsonb_path_query_first	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
jsonb_path_match	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
jsonb_path_exists_opr	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
jsonb_path_match_opr	engine	real-PG	fixed-corpus(operator)		cgf-native-diff(engine-kernel)
brin_desummarize_range	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
spg_kd_picksplit	blocked	real-PG	fixed-corpus(index-implicit,conditional)		cgf-sql-differential
array_agg_array_transfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
array_agg_array_finalfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
range_merge	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
binary_upgrade_set_record_init_privs	state	none	none	irreducible	pg_upgrade-e2e
regnamespacein	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regnamespaceout	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
to_regnamespace	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regnamespacerecv	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regnamespacesend	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regroleout	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
to_regrole	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regrolerecv	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regrolesend	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regrolein	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
pg_numa_available	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_get_shmem_allocations_numa	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
binary_upgrade_set_missing_value	state	none	none	irreducible	pg_upgrade-e2e
regcollationin	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regcollationout	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
to_regcollation	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regcollationrecv	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
regcollationsend	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
ts_headline_jsonb_byid_opt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_jsonb_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_jsonb_opt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_jsonb	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_json_byid_opt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_json_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_json_opt	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
ts_headline_json	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
jsonb_string_to_tsvector	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
json_string_to_tsvector	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
jsonb_string_to_tsvector_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
json_string_to_tsvector_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
jsonb_to_tsvector	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
jsonb_to_tsvector_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
json_to_tsvector	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
json_to_tsvector_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
pg_copy_physical_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_copy_physical_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_copy_logical_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_copy_logical_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_copy_logical_replication_slot	state	none	none	mixed-triage	triage-then-cgf-or-invariant
range_merge	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
anymultirange_out	typcache	real-PG	fixed-corpus(type-literal)		cgf-native-diff(typcache-mock)
multirange_in	typcache	real-PG	fixed-corpus(type-literal)		cgf-native-diff(typcache-mock)
multirange_out	typcache	real-PG	fixed-corpus(type-literal)		cgf-native-diff(typcache-mock)
multirange_recv	typcache	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(typcache-mock)
multirange_send	typcache	real-PG	fixed-corpus(wire-name-only,weak)		cgf-native-diff(typcache-mock)
lower	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
upper	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
isempty	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
lower_inc	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
upper_inc	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
lower_inf	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
upper_inf	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange_eq	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_ne	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_overlaps_multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange_overlaps_range	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange_overlaps_multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange_contains_elem	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange_contains_range	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange_contains_multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
elem_contained_by_multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
range_contained_by_multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
range_adjacent_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_adjacent_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_adjacent_range	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_before_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_before_range	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_before_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_after_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_after_range	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_after_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_overleft_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_overleft_range	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_overleft_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
range_overright_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_overright_range	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_union	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_minus	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_intersect	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_cmp	typcache	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(typcache-mock)
multirange_lt	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_le	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_ge	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_gt	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
hash_multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
hash_multirange_extended	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int4multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int4multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int4multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
nummultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
nummultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
nummultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tsmultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tsmultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tsmultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tstzmultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tstzmultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
tstzmultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
datemultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
datemultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
datemultirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int8multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int8multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int8multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
range_agg_transfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
range_agg_finalfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
unicode_normalize_func	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
multirange_intersect_agg_transfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
range_intersect_agg_transfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
range_contains_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
multirange_contained_by_range	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
pg_log_backend_memory_contexts	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
binary_upgrade_set_next_heap_relfilenode	state	none	none	irreducible	pg_upgrade-e2e
unicode_version	no-logic	real-PG	fixed-corpus(named)		cgf-sql-differential
pg_event_trigger_table_rewrite_oid	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_event_trigger_table_rewrite_reason	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_event_trigger_ddl_commands	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
brin_bloom_options	state	real-PG	fixed-corpus(index-implicit,conditional)	irreducible	cgf-sql-differential-pinned-state
brin_minmax_multi_options	state	real-PG	fixed-corpus(index-implicit,conditional)	irreducible	cgf-sql-differential-pinned-state
brin_minmax_multi_distance_numeric	wall	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff
brin_minmax_multi_distance_interval	wall	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff
brin_minmax_multi_summary_out	blocked	real-PG	fixed-corpus(type-literal)		cgf-sql-differential
phraseto_tsquery	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
tsquery_phrase	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
tsquery_phrase_distance	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
phraseto_tsquery_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
websearch_to_tsquery_byid	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
websearch_to_tsquery	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
pg_mcv_list_in	state	real-PG	fixed-corpus(type-literal)	mixed-triage	triage-then-cgf-or-invariant
pg_mcv_list_out	state	real-PG	fixed-corpus(type-literal)	mixed-triage	triage-then-cgf-or-invariant
pg_mcv_list_recv	state	real-PG	fixed-corpus(wire-name-only,weak)	mixed-triage	triage-then-cgf-or-invariant
pg_mcv_list_send	state	real-PG	fixed-corpus(wire-name-only,weak)	mixed-triage	triage-then-cgf-or-invariant
pg_ls_tmpdir_noargs	state	none	none	irreducible	cgf-sql-differential-pinned-state
pg_ls_tmpdir_1arg	state	none	none	irreducible	cgf-sql-differential-pinned-state
pg_ls_archive_statusdir	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
int4gcd	wall	real-PG	fixed-corpus(named)		cgf-native-diff
int8gcd	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
int4lcm	wall	real-PG	fixed-corpus(named)		cgf-native-diff
int8lcm	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
gcd	wall	real-PG	fixed-corpus(named)		cgf-native-diff
lcm	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_get_shmem_allocations	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_stat_get_ins_since_vacuum	state	none	none	irreducible	invariant-only
jsonb_set_lax	wall	real-PG	fixed-corpus(named)		cgf-native-diff
pg_replication_origin_create	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_replication_origin_drop	state	none	none	irreducible	invariant-only
pg_replication_origin_oid	state	none	none	irreducible	invariant-only
pg_replication_origin_session_setup	state	none	none	irreducible	invariant-only
pg_replication_origin_session_reset	state	none	none	irreducible	invariant-only
pg_replication_origin_session_is_setup	state	none	none	irreducible	invariant-only
pg_replication_origin_session_progress	state	none	none	irreducible	invariant-only
pg_replication_origin_xact_setup	state	none	none	irreducible	invariant-only
pg_replication_origin_xact_reset	state	none	none	irreducible	invariant-only
pg_replication_origin_advance	state	none	none	irreducible	invariant-only
pg_replication_origin_progress	state	none	none	irreducible	invariant-only
pg_show_replication_origin_status	state	none	none	mixed-triage	triage-then-cgf-or-invariant
icu_unicode_version	blocked	real-PG	fixed-corpus(named)		cgf-sql-differential
pg_stat_get_backend_subxact	state	none	none	irreducible	invariant-only
pg_get_publication_tables	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_get_replica_identity_index	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_relation_is_publishable	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_get_catalog_foreign_keys	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
text_to_table	blocked	real-PG	fixed-corpus(proname)		cgf-sql-differential
text_to_table_null	blocked	real-PG	fixed-corpus(proname)		cgf-sql-differential
pg_xact_commit_timestamp_origin	state	none	none	irreducible	cgf-sql-differential-pinned-state
pg_stat_get_replication_slot	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_stat_reset_replication_slot	state	none	none	irreducible	invariant-only
trim_array	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
pg_get_statisticsobjdef_expressions	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_get_statisticsobjdef_columns	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
timestamp_bin	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
timestamptz_bin	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
pg_stat_get_db_session_time	state	none	none	irreducible	invariant-only
pg_stat_get_db_active_time	state	none	none	irreducible	invariant-only
pg_stat_get_db_idle_in_transaction_time	state	none	none	irreducible	invariant-only
pg_stat_get_db_sessions	state	none	none	irreducible	invariant-only
pg_stat_get_db_sessions_abandoned	state	none	none	irreducible	invariant-only
pg_stat_get_db_sessions_fatal	state	none	none	irreducible	invariant-only
pg_stat_get_db_sessions_killed	state	none	none	irreducible	invariant-only
hash_record	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
hash_record_extended	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
pg_get_function_sqlbody	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
unistr	wall	real-PG	fixed-corpus(named)		cgf-native-diff
extract_date	wall	real-PG	fixed-corpus(named)		cgf-native-diff
extract_time	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
extract_timetz	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
extract_timestamp	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
extract_timestamptz	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
extract_interval	wall	real-PG	fixed-corpus(proname)		cgf-native-diff
has_parameter_privilege_name_name	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
