family	harness	flags	expected	tier	time_s	notes
geo-cmp	proofs::eq_box_ge_grid	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
geo-cmp	proofs::eq_box_ge_zero_plane	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
geo-cmp	proofs::eq_box_gt_grid	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
geo-cmp	proofs::eq_box_gt_zero_plane	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
geo-cmp	proofs::eq_box_height	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
geo-cmp	proofs::eq_box_le_grid	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
geo-cmp	proofs::eq_box_le_zero_plane	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	41	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 41s
geo-cmp	proofs::eq_box_left	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
geo-cmp	proofs::eq_box_lt_grid	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	51	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 51s
geo-cmp	proofs::eq_box_lt_zero_plane	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	31	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 31s
geo-cmp	proofs::eq_box_overabove	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	21	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 21s
geo-cmp	proofs::eq_box_overbelow	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
geo-cmp	proofs::eq_box_overlap	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	60	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 60s
geo-cmp	proofs::eq_box_overleft	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
geo-cmp	proofs::eq_box_overright	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
geo-cmp	proofs::eq_box_right	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
geo-cmp	proofs::eq_box_same	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	release-gate	70	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 70s
geo-cmp	proofs::eq_box_width	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
geo-cmp	proofs::eq_point_above	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
geo-cmp	proofs::eq_point_below	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
geo-cmp	proofs::eq_point_eq	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
geo-cmp	proofs::eq_point_horiz	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
geo-cmp	proofs::eq_point_left	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
geo-cmp	proofs::eq_point_ne	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
geo-cmp	proofs::eq_point_right	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	21	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 21s
geo-cmp	proofs::eq_point_vert	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	per-commit	21	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 21s
geo-cmp	proofs::probe_box_area_full	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)
geo-cmp	proofs::probe_box_cn_full	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	green	release-gate	80	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 80s
geo-cmp	proofs::probe_box_lt_full	-Z c-ffi -Z stubbing --c-lib c/pg_geo_cmp.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; no runqueue row (flags inferred from family siblings)
gist-geo	proofs::control_gist_box_consistent_leaf_vs_internal	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --exact	must-fail	unmeasured	70	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: must-fail; expect: VERIFICATION FAILED (leaf vs internal RTLeft skew; decodable cex; a PASS = broken gate, stop the lane)|MEASURE-SWEEP 2026-07-30: VERIFICATION FAILED as designed (negative control); relabeled must-fail; gating-tier adjudication pending (Michael)
gist-geo	proofs::eq_gist_box_consistent_internal	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	502	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(same domain, rtree_internal arm) — oid 2578 internal|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 502s
gist-geo	proofs::eq_gist_box_consistent_leaf	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(full-sym boxes + full-sym strategy incl error arm) — oid 2578 leaf
gist-geo	proofs::eq_gist_box_consistent_nulls	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	61	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(null lattice -> false, recheck parity) — oid 2578|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 61s
gist-geo	proofs::eq_gist_box_distance_strips	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(strip+in-box arms, full-sym under fence) — oid 3998
gist-geo	proofs::eq_gist_box_penalty_degenerate_y	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	70	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(literal-0 y plane; zero-size early returns; x fully sym) — oid 2581|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 70s
gist-geo	proofs::eq_gist_box_same_full	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	50	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(non-NaN plane; out-param + returned-pointer parity) — oid 2584|RECIPE-FIX 2026-07-30: nonexistent harness eq_gist_box_same_nonnan renamed to real eq_gist_box_same_full (full plane incl NaN per family header); re-sweep owed|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 50s
gist-geo	proofs::eq_gist_box_same_nulls	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	60	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(null lattice: both-null true / one-null false) — oid 2584|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 60s
gist-geo	proofs::eq_gist_box_union_n2	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	60	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(n=2 full-sym coords; sizep=32 claim; modulo static-buffer allocator model) — oid 2583|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 60s
gist-geo	proofs::eq_gist_box_union_n3	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	70	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(n=3 sibling) — oid 2583|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 70s
gist-geo	proofs::eq_gist_circle_compress_leaf	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	301	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(bbox + entry image + overflow Err arm; modulo allocator model) — oid 2592|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 301s
gist-geo	proofs::eq_gist_circle_compress_noop	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	61	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(non-leaf identity) — oid 2592|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 61s
gist-geo	proofs::eq_gist_circle_consistent	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(full-sym circle bbox (f8 add/sub) + strategy + null lattice; Err 22003 parity) — oid 2591
gist-geo	proofs::eq_gist_circle_distance_strips	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(strips + *recheck=true lossy claim) — oid 3280
gist-geo	proofs::eq_gist_point_compress_leaf	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(leaf arm: degenerate box + fresh GISTENTRY image; modulo allocator model) — oid 1030|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
gist-geo	proofs::eq_gist_point_compress_noop	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(non-leaf identity, pointer-exact) — oid 1030|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
gist-geo	proofs::eq_gist_point_consistent_badgroup	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(group>=4 error verdict parity) — oid 2179|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
gist-geo	proofs::eq_gist_point_consistent_group0	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	471	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(group 0 incl RTOld remaps + leaf/internal RTSame + in-group error arm) — oid 2179|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 471s
gist-geo	proofs::eq_gist_point_consistent_group1	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	40	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(on_pb non-fuzzy overlap, box query) — oid 2179|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 40s
gist-geo	proofs::eq_gist_point_distance_badstrategy	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	70	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(group!=0 error verdict parity) — oid 3064|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 70s
gist-geo	proofs::eq_gist_point_distance_inbox	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	160	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(in-box plane -> 0.0) — oid 3064|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 160s
gist-geo	proofs::eq_gist_point_distance_leaf_axis	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	release-gate	130	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(leaf, axis-aligned slice; ONE point_dt = 43-204s law; general hypot path out of proof) — oid 3064|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 130s
gist-geo	proofs::eq_gist_point_distance_xstrip	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(x-strip sibling) — oid 3064
gist-geo	proofs::eq_gist_point_distance_ystrip	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(y-strip float8_mi arms + inconsistent-elog arm) — oid 3064
gist-geo	proofs::eq_gist_point_fetch	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(point = (high.x, high.y) + entry image; modulo allocator model) — oid 3282|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
gist-geo	proofs::eq_gist_poly_compress_leaf	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(boundbox extract + entry image; modulo allocator model) — oid 2586|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
gist-geo	proofs::eq_gist_poly_compress_noop	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(non-leaf identity) — oid 2586|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
gist-geo	proofs::eq_gist_poly_consistent	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(full-sym boundbox + strategy + null lattice; recheck=true; pre-detoast 4B-u image fence) — oid 2585
gist-geo	proofs::eq_gist_poly_distance_strips	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(strips + *recheck=true lossy claim) — oid 3288
gist-geo	proofs::eq_gist_translate_cmptype_common	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	20	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(full-i32 8-arm table, <1s) — oid 6347|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 20s
gist-geo	proofs::grid_gist_box_distance_vertex	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(vertex grid via box wrapper) — oid 3998
gist-geo	proofs::grid_gist_box_penalty	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	green	per-commit	30	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(10x10 concrete pair grid: zero/NaN-high/NaN-low/Inf/overflow/underflow/f32-round cells; Err 22003 parity) — oid 2581|PROMOTED 2026-07-31: dark-harness promotion package APPROVED (Michael ruling of record, measure-sweep/PROMOTION-RULING-2026-07-31.md); wall is the fleet measure-sweep UPPER bound (17-way co-tenant shard) — measured 30s
gist-geo	proofs::grid_gist_point_distance_vertex	-Z c-ffi -Z stubbing --c-lib c/pg_gist_geo.c --no-overflow-checks --solver kissat --exact	unmeasured	unmeasured	?	DARK-SWEEP 2026-07-30 registered unrun; runqueue triage: green; expect: PROVED(8-cell concrete vertex grid incl NaN pin/Inf/overflow-Err) — oid 3064
