# Per-line coverage exceptions (LIT-REVIEW-100PCT §5.1/§8 discipline).
# Row = {file, line, class, c_counterpart, justification, author, review}.
# class ∈ defensive-c-parity | unreachable-arm | platform-other | debug-only.
# Governance: rows enter by PR review only; counted per crate in standings.
# Prefer promotion to a Kani infeasibility proof where the fence is cheap.
#
# MEASUREMENT NOTES (not exceptions — executed lines the instrument leaves
# unmapped, the known multiline-format!-literal false-red class):
#   crates/common/percentrepl/src/lib.rs:43,46 — string-literal continuation
#     lines of format!() inside the EXECUTED unknown-placeholder error arm
#     (neighbors carry DA=317 in the strfam capture 2026-07-30); llvm-cov
#     emits no DA record for them. Board flag: macro_attrib/merge-coverage
#     does not credit multiline format! literals.
#   crates/common/wait_error/src/lib.rs:101 — same class, signaled arm
#     (neighbors DA=5).
#
# p1-lanee batch (2026-07-31) — MEASUREMENT NOTES, adjudicated residual of the
# encoding-batch merge (adt_ascii + base64; fleet 10M + local lcov union,
# 147/161 v2-SLOC): none of the 14 residual lines is reachable-untested
# logic; eyeballed per the pre-share rendered-red audit rule.
#   CONST DATA TABLES the v2 table-exclusion heuristic missed (denominator-
#   exclusion candidates; content certified by proofs + the 10M-exec fleet
#   differential):
#     crates/backend/utils/adt/adt_ascii/src/lib.rs:17-24 (LATIN1/2/9+WIN1250
#       maps, b"..." literal form; C ascii.c in-function string literals),
#       :144 (ASCII_BUILTINS registry head)
#     crates/common/base64/src/lib.rs:7 (B64LOOKUP; cells exercised by
#       proofs/hashenc eq_b64_decode_len0..8 symbolic bytes)
#   CONST-EVAL-ONLY fns, no runtime code (laned int8 const-table-machinery
#   precedent): adt_ascii/src/lib.rs:140-141.
#   MULTILINE format!-LITERAL continuation of an EXECUTED arm (known llvm-cov
#   unmapped class, lanec precedent): adt_ascii/src/lib.rs:113
#   (conversion_not_supported ctor, neighbors covered).
#   DECLARATION-ONLY line, no code emitted: base64/src/lib.rs:76 (`let b`).
#   (crypto/hash-family residuals belong to p1-lanef, the claim of record.)
#   p1-lanef (crypto/hash + tables batches): 32 residual lines are RECORDED AS
#     ROWS in proofs/coverage/lanef/residual-rows-lanef.tsv (auto-exceptions.tsv
#     column shape and semantics; 4 reproduced by --auto-exceptions, 28
#     hand-classified with the blocking classifier gap named in
#     lanef/AUTO-EXCEPTIONS-GAPS.md). Reconciled: crypto 275/295, tables
#     127/139, combined 402/434.
file	line	class	c_counterpart	justification	author	review
crates/backend/tsearch/spell/src/build.rs	260	platform-other	src/backend/tsearch/ts_locale.c tsearch_readline (lazy per-line) vs crate open_file -> ts_locale::tsearch_readlines (eager whole-file)	DIVERGENCE-OF-RECORD (ts_locale read layer, p1-microbatch owns): under UTF8 an invalid multibyte sequence in a file line yields DIFFERENT sqlstates — pgrust's tsearch_readlines encoding-validates the whole file eagerly (bad late-line byte caught first, 22021) while C's tsearch_readline is lazy per-line interleaved with parsing (an earlier parse error, e.g. old/new format-mix F0000, fires first). Same eager-vs-lazy class as the interior-NUL divergence-of-record; match-or-fix owed at the ts_locale read layer. spellfam_diff carves invalid-encoding file bytes (valid multibyte stays in domain) so the spell parser logic is compared over well-encoded lines. Seed fleet-div-encord-b4e90a08.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	777	platform-other	src/backend/tsearch/spell.c:1426 (char flag[BUFSIZ] uninitialized) + :1519-1520 (only write) + :1543 (unconditional NIAddAffix use)	C-UB DOMAIN CARVE (UPSTREAM PG 18.3 BUG, pgrust correct — 2nd defect in this file, distinct from task #80's AffixData NULL deref): NIImportAffixes never initializes its `flag[BUFSIZ]` stack buffer and writes it ONLY in the `flag` directive branch, yet passes it unconditionally to NIAddAffix, which cpstrdup's it (strlen+strcpy over uninitialized stack; unbounded read if no NUL in BUFSIZ; stack contents land in a long-lived dictionary affix flag). Triggered by any .affix file with an old-format prefixes/suffixes SECTION and a parseable affix ENTRY but NO `flag` directive (superuser/administrator-provided dictionary data). pgrust keeps `flag` as a Vec<u8> that starts EMPTY, so its affix flag is deterministically empty. No defined C value exists to compare against, so the slice leaves the domain (same rule as wparserfam's uninitialized-wchar carve); the C source is NOT edited. Decode + full evidence: scratchpad/needs-decode/README-div5.md; regression seed decode-div5-c9e14135 + test fleet_repro::div5_uninit_flag_carve.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	698	defensive-c-parity	src/backend/tsearch/spell.c:1324 palloc0(naffix * sizeof(char *)) + AllocSizeIsValid	PGRUST DEFECT FOUND + FIXED IN-LANE (resource-limit blindness, CAMPAIGN-INTELLIGENCE A "MaxAllocSize/palloc ceilings"): ni_import_oo_affixes reserved the AF alias table with try_reserve, which BYPASSES the MaxAllocSize ceiling C's palloc0 enforces, so an AF line whose count atoi-truncates to 1215752191 made pgrust attempt (and under overcommit SUCCEED at, in 29.8s) a ~39 GB allocation where C raises "invalid memory alloc request size" — a verdict divergence AND a resource-exhaustion vector. Fixed by reproducing C's exact condition (naffix * sizeof(char*), 8 bytes/slot on LP64, NOT this port's element size) via mcx::check_alloc_size before the reserve. MUST-FAIL CONTROL RUN: with the guard removed the differential reports "rust ok vs C error sqlstate 2600"; with it, both sides error identically. Regression seed fleet-oom-affixdata-fc73a730 + test fleet_repro::oom_affixdata_fc73a730.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	705	platform-other	src/backend/tsearch/spell.c getAffixFlagSet -> getCompoundAffixFlagValue -> getNextFlagFromString on a NULL AffixData slot (called from inside NIImportOOAffixes)	C-UB DOMAIN CARVE, SECOND REACH-SITE of the AffixData NULL-slot defect tracked as task #80 (pgrust robust, C undefined): an `AF <n>` header palloc0's n+1 alias slots and each later `AF` line fills one; if the file declares MORE slots than it fills, spell.c dereferences the NULL tail — including from INSIDE NIImportOOAffixes itself, i.e. before any post-import normalization can apply (found by spellfam_diff at fleet exec 14640, seed probe-div6-f7c91129). pgrust stores empty PgVecs. The under-filled-AF shape leaves the domain; fully-filled AF tables (hunspell_sample_num/long fixtures) stay in domain.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	1299	defensive-c-parity	src/backend/tsearch/spell.c:1987 palloc(sizeof(CMPDAffix)*naffixes) vs :2015 ptr->affix=NULL vs :2016 repalloc(collected+1)	UPSTREAM PG 18.3 BUG #3 (one-element OOB HEAP WRITE; pgrust correct, surface COMPARED not carved): NISortAffixes pallocs the CompoundAffix array with exactly naffixes elements, writes its NULL terminator at `ptr` after the collection loop, and only THEN repalloc's to (collected+1). When every affix is collected (collected == naffixes) the terminator write lands ONE ELEMENT PAST THE END of the palloc'd array; the following repalloc legitimately copies only the old size and drops it, leaving heap garbage where the terminator should be. Production palloc's power-of-2 chunk rounding usually absorbs the write, which is why it survives upstream; under an exact allocator it corrupts the adjacent chunk. pgrust uses a Vec length with no terminator and no OOB. The port's CompoundAffix list is fully compared; the ORACLE's ncompound accessor bounds its scan by naffixes (exact whether or not the terminator survived) instead of trusting a pointer C wrote out of bounds. MUST-FAIL CONTROL (Linux-only, and already RUN on the fleet): with the unbounded walk, job pgrust-fuzz-campaign-1785608761-4a1c-18379 @ f1f9291a15 reported "CROSS-EXEC NONDETERMINISM on the C side" at exec 983 with ncomp=137 then 109 for naffixes==1; on macOS the OOB slack reads as zero so the control cannot fire there (which is why div7 never reproduced on macOS). Seed open-div7-compound-4e2fe0d5 + test fleet_repro::div7_compound_4e2fe0d5; evidence scratchpad/needs-decode/README-div7.md.	p1-spell	pending
crates/backend/tsearch/spell/src/regis.rs	161	platform-other	src/backend/tsearch/regis.c RS_execute (pg_mblen walk over r->nchar nodes with no re-bound against the terminator)	CALLER-CONTRACT / C-UB DOMAIN CARVE (attributed by targeted ASan on pg_wcharfam.c): C's RS_execute advances its cursor by pg_mblen once per regis node after only a CHARACTER-count precheck, so an INVALID/truncated multibyte sequence makes the cursor jump past the NUL and read wild memory (the wild control transfer this lane chased across four runs; finally attributed to spf_RS_execute via CheckAffix on a word containing a lone 0xE0). Real PostgreSQL cannot reach it: a lexize token comes from a `text` value pg_verify_mbstr already validated, so invalid multibyte is not a reachable input — same rule as the file-bytes carve and the same class as wparserfam's NUL carve. spellfam_diff therefore requires query words to be valid UTF-8. NOT reported upstream (unreachable under the real caller contract). Also fixed alongside: the oracle's check_stack_depth was a no-op (C had no recursion guard where PG has a real one) and the driver never armed pgrust's stack_depth base/limit, so deep compound splits overflowed the harness stack; both guards are now live and 54001 is adjudicated by the TWO-SIDED RULE in spellfam_diff (adjudicate_54001): carved ONLY when the input's computed nesting ceiling clears a byte-derived depth floor (16 frames = 1 MiB oracle admission / 64 kB generous frame ceiling) AND the other side's witnessed outcome is success-or-54001; a shallow 54001 or one opposite a different error on the witnessed side FAILS the harness, and every admitted carve is counted+logged (SPELLFAM-54001-CARVE). Only the residual threshold asymmetry (C succeeding on deep input where the port's guard fires — C's own firing point is max_stack_depth-GUC-dependent between C builds) remains a non-surface. Must-fail controls: tests twosided_54001_rule + depth_ceilings, plus the reverted-instrumentation e2e control in the lane evidence bank.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	539	platform-other	src/backend/tsearch/spell.c:211-227 cmpcmdflag (Assert(fv1->flagMode == fv2->flagMode) over union {char *s; int i;})	C-UB DOMAIN CARVE (union type confusion guarded only by a release-compiled-out Assert; pgrust faithful). NIImportOOAffixes handles COMPOUND* directives and the FLAG mode selector in ONE pass in FILE ORDER, so a COMPOUND* line preceding `FLAG num`/`FLAG long` registers under the old mode while later ones use the new one; the CompoundAffixFlags array then holds MIXED modes and C's cmpcmdflag reads the union as whichever type fv1's mode indicates (pointer read as int or vice versa). Its only guard is an Assert, compiled out in release, so release C is undefined here. The port's debug_assert_eq! is a faithful port of that same Assert and fires under cargo-fuzz's debug assertions (fleet exec 134975: left Num, right Char) — per the debug-assert-masking law it is NOT deleted, because C HAS the equivalent check. The hunspell format specifies FLAG before COMPOUND*, so this is also a malformed-file shape. Carved: FLAG-before-COMPOUND* files (hunspell_sample_long/num fixtures) stay fully in domain. Seed flagmode-mixed-3f49cd2d.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	576	platform-other	src/backend/tsearch/spell.c getAffixFlagSet (:1156) -> getCompoundAffixFlagValue (:1120) on a lazily-filled, still-NULL AffixData slot, called from inside NIImportOOAffixes	C-UB DOMAIN CARVE with a RECORDED COVERAGE COST (task #80, the AF-alias surface). C fills AffixData slots lazily in FILE ORDER, so an affix line referencing an alias index whose AF line has not been read YET reads a NULL palloc0 slot and dereferences it INSIDE NIImportOOAffixes, before any post-import normalization can apply. Witness: SFX 100q000 Y /2 appearing above the AF line that fills slot 2 (seed probe-nullseg-f861dd44, fleet exec 142803). Two successive textual heuristics (digits-after-af, then C field parse with declared-vs-filled counts) each missed instances because the trigger is per-line ORDER; a structural predicate on the Rust build result also failed because the RUST side ERRORS on some of these inputs while C still crashes. Final carve is therefore a PRESENCE test applied before either side runs: any affix file containing an AF line is out of the differential domain. COVERAGE COST, stated plainly: the AF-alias comparison surface (get_affix_flag_set alias resolution and the alias arm of ni_sort_dictionary) is NO LONGER DIFFERENTIALLY COMPARED, though pgrust still EXECUTES it (empty PgVec, never NULL) so its Rust line coverage is retained; the hunspell_sample_num/long alias fixtures now exercise only the Rust side. Blunt by design per the ruling that a C-oracle defect must not hold the Rust deliverable hostage. REVISIT and un-carve when #80 is fixed upstream.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	1320	platform-other	src/backend/storage/file/fd.c AllocateFile/FreeFile resource-owner cleanup (released at transaction abort)	HARNESS FIDELITY FIX, not a product carve (recorded so the gap is not reintroduced): the oracle shimmed AllocateFile/FreeFile to bare fopen/fclose, but spell.c's ereport paths longjmp straight past tsearch_readline_end, so every FAILED dictionary import leaked a FILE*. Real PostgreSQL does not leak because fd.c registers the fd and closes it during transaction abort. The leak ended a floor run with EMFILE ("Too many open files") at exec 806107 after 806,451 execs. Fixed by tracking open FILE*s and closing stragglers in pg_spf_reset (this oracle's abort boundary); a full table now aborts LOUDLY rather than silently capping the leak (the first version's silent cap made the regression test vacuous). MUST-FAIL CONTROL: fleet_repro::fd_leak_control drives 4000 erroring builds; with the reset cleanup disabled it aborts with "AllocateFile table full (64) — fd cleanup regressed", with it enabled it passes. Harness file staging also made non-panicking so a transient pod I/O error skips the exec instead of masquerading as a crash.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	1004	platform-other	src/backend/tsearch/spell.c mkSPNode (:1637) / mkANode (:1828) — recursion per WORD CHARACTER with NO check_stack_depth (spell.c contains exactly one, in SplitToVariants :2387)	DOMAIN CARVE + PRODUCT FINDING (shared unguarded recursion, worse blast radius in pgrust). The trie builders recurse once per character of the longest word and neither C nor the port guards the depth, so a single ~3300-byte whitespace-free run in a .dict drives ~3300 frames and overflows the stack (observed Rust-side "thread has overflowed its stack" at fleet exec 4548361, seed probe-stackov-c47645d6). Because BOTH sides are unguarded there is no differential signal — only a crash — so the fuzz domain caps the longest token at MAXNORMLEN (256), the bound spell.c itself uses for normalization. PRODUCT NOTE, not just a harness limit: PostgreSQL loses one backend and crash-recovers, whereas pgrust's thread-per-backend model loses the WHOLE SERVER PROCESS on the same input, so the port should carry a depth guard in mk_sp_node/mk_a_node even though C lacks one (CAMPAIGN-INTELLIGENCE hazard A: unguarded recursion, release-effective guards). Dictionary files are administrator-supplied, so this is a robustness gap rather than an unprivileged-SQL vector.	p1-spell	pending
crates/backend/tsearch/spell/src/build.rs	565	platform-other	src/backend/tsearch/spell.c NIAddAffix (:565) pg_regcomp on a condition mask that fails RS_isRegis	DOMAIN CARVE, resource bound (SHARED regex-NFA compile cost, no differential signal, no defect on either side). Spencer NFA optimization is superlinear in alternation/grouping count and BOTH sides pay it identically (profiled: C createarc/optimize/sortins == Rust regex_core::regex_nfa on the same inputs). Fleet floor run 1785632839 @ e0d6a1efae ended at 9,644,033 of 10M execs on this cost cliff, NOT on any divergence: fuzzer-minted masks with ~800-1000 pipe bytes drove ~30s/exec and multi-GB ASan-inflated RSS, tripping libFuzzer rss_limit (oom-36ce2308, replays CLEAN in 1.7s un-sanitized) and the slow-unit threshold (slow-unit-1e3e91f3, 5.3s/317MB un-sanitized); the same units broke the coverage replay batches (15/16 empty profraws). Carve: total count of multiplier metacharacters |({ in the affix file capped at 64 — real ispell/hunspell conditions are character classes and literals, so the domain cost is ~nil and the pg_regcomp arm of NIAddAffix stays covered via small masks. Seeds probe-oomrss-36ce2308 + probe-slowunit-1e3e91f3 with fleet_repro tests.	p1-spell	pending
